collision_distance,collision_time,speed_car,distance_ped_start,speed_ped
2.0569814672796567,0.2127473714735032,30.0,5.0,0.2
2.150827199999089,0.20641928640271268,35.55555555555556,5.0,0.2
2.2766335430667053,0.18136290994992393,41.111111111111114,5.0,0.2
2.3253758516044405,0.17020575163459437,46.666666666666664,5.0,0.2
2.3462968304975744,0.15607343985184977,52.22222222222222,5.0,0.2
2.3693578445206214,0.1436550470777466,57.77777777777778,5.0,0.2
2.392876847132321,0.1314591219324033,63.33333333333333,5.0,0.2
2.4070270337004134,0.12321243205384913,68.88888888888889,5.0,0.2
2.406545490252755,0.12385357514747378,74.44444444444444,5.0,0.2
2.3967372887564378,0.12254566079365845,80.0,5.0,0.2
0,0,30.0,6.666666666666667,0.2
0,0,35.55555555555556,6.666666666666667,0.2
2.1112940218079657,0.17671511336656495,41.111111111111114,6.666666666666667,0.2
2.1765424937593307,0.16051536431904243,46.666666666666664,6.666666666666667,0.2
2.244273355443647,0.15450513543059297,52.22222222222222,6.666666666666667,0.2
2.2775769756352875,0.1353981376535032,57.77777777777778,6.666666666666667,0.2
2.329542946530341,0.12712519782146572,63.33333333333333,6.666666666666667,0.2
2.3272832084707384,0.11805325232368169,68.88888888888889,6.666666666666667,0.2
2.3312128283975078,0.11800950641374085,74.44444444444444,6.666666666666667,0.2
2.3250662037574696,0.11753439046047329,80.0,6.666666666666667,0.2
0.20955237838929772,0.6680412195980379,30.0,8.333333333333334,0.2
0,0,35.55555555555556,8.333333333333334,0.2
0,0,41.111111111111114,8.333333333333334,0.2
1.9731526077669712,0.14932905459490534,46.666666666666664,8.333333333333334,0.2
2.0995893109294417,0.14591663810980532,52.22222222222222,8.333333333333334,0.2
2.164419748802878,0.13185758396360955,57.77777777777778,8.333333333333334,0.2
2.2151287427864648,0.11895365536409575,63.33333333333333,8.333333333333334,0.2
2.239261022426952,0.115240706922055,68.88888888888889,8.333333333333334,0.2
2.229863377381932,0.11179122683030211,74.44444444444444,8.333333333333334,0.2
2.216241398961126,0.11453642074812442,80.0,8.333333333333334,0.2
2.595056754984285,0.8980061007186773,30.0,10.0,0.2
0,0,35.55555555555556,10.0,0.2
0,0,41.111111111111114,10.0,0.2
0,0,46.666666666666664,10.0,0.2
1.8964092538360873,0.1368245121531334,52.22222222222222,10.0,0.2
2.009546143317126,0.1292050921644764,57.77777777777778,10.0,0.2
2.0858388731464985,0.11288047360162119,63.33333333333333,10.0,0.2
2.0871737961209504,0.10655195553793408,68.88888888888889,10.0,0.2
2.1040471934830767,0.1099920879163315,74.44444444444444,10.0,0.2
2.085965018816402,0.11153646807339164,80.0,10.0,0.2
4.230419945018172,0.6793654469900886,30.0,11.666666666666668,0.2
0,0,35.55555555555556,11.666666666666668,0.2
0,0,41.111111111111114,11.666666666666668,0.2
0,0,46.666666666666664,11.666666666666668,0.2
0,0,52.22222222222222,11.666666666666668,0.2
1.8352684846895884,0.12199775969799108,57.77777777777778,11.666666666666668,0.2
1.9432460754304903,0.10810869444582218,63.33333333333333,11.666666666666668,0.2
1.934088813090406,0.10648218026389801,68.88888888888889,11.666666666666668,0.2
1.9372691481794913,0.10326198181017689,74.44444444444444,11.666666666666668,0.2
1.9333950465804153,0.10602164943218383,80.0,11.666666666666668,0.2
3.007493303837808,0.6882806920218822,30.0,13.333333333333334,0.2
0.7037816858447705,0.7827683233647317,35.55555555555556,13.333333333333334,0.2
0,0,41.111111111111114,13.333333333333334,0.2
0,0,46.666666666666664,13.333333333333334,0.2
0,0,52.22222222222222,13.333333333333334,0.2
0,0,57.77777777777778,13.333333333333334,0.2
1.744056690725882,0.09707729541183609,63.33333333333333,13.333333333333334,0.2
1.730728504771279,0.09932734673600176,68.88888888888889,13.333333333333334,0.2
1.7410156390586449,0.09995557797871077,74.44444444444444,13.333333333333334,0.2
1.7765532300020976,0.09822482710419814,80.0,13.333333333333334,0.2
2.5488790269972226,0.7023457538571923,30.0,15.0,0.2
3.197553763372698,0.6799081519309765,35.55555555555556,15.0,0.2
0.1471531605817061,0.8164008197109497,41.111111111111114,15.0,0.2
0,0,46.666666666666664,15.0,0.2
0,0,52.22222222222222,15.0,0.2
0,0,57.77777777777778,15.0,0.2
0,0,63.33333333333333,15.0,0.2
0,0,68.88888888888889,15.0,0.2
0,0,74.44444444444444,15.0,0.2
0,0,80.0,15.0,0.2
3.415544599255005,0.671146699117326,30.0,16.666666666666668,0.2
3.818542981082274,0.6539743241345081,35.55555555555556,16.666666666666668,0.2
3.224784384161294,0.666839260972606,41.111111111111114,16.666666666666668,0.2
0.11547192625314139,0.697092351770649,46.666666666666664,16.666666666666668,0.2
0,0,52.22222222222222,16.666666666666668,0.2
0,0,57.77777777777778,16.666666666666668,0.2
0,0,63.33333333333333,16.666666666666668,0.2
0,0,68.88888888888889,16.666666666666668,0.2
0,0,74.44444444444444,16.666666666666668,0.2
0,0,80.0,16.666666666666668,0.2
3.641854456333362,0.6720504755889815,30.0,18.333333333333336,0.2
2.7454821761279065,0.6944478153962762,35.55555555555556,18.333333333333336,0.2
2.8816984617385795,0.6855743196814397,41.111111111111114,18.333333333333336,0.2
0.8195102009658957,0.77955190229887,46.666666666666664,18.333333333333336,0.2
0,0,52.22222222222222,18.333333333333336,0.2
0,0,57.77777777777778,18.333333333333336,0.2
0,0,63.33333333333333,18.333333333333336,0.2
0,0,68.88888888888889,18.333333333333336,0.2
0,0,74.44444444444444,18.333333333333336,0.2
0,0,80.0,18.333333333333336,0.2
3.190282719656744,0.6899588600806638,30.0,20.0,0.2
3.977297257414589,0.6588257423432398,35.55555555555556,20.0,0.2
3.292194465291854,0.6758836066725493,41.111111111111114,20.0,0.2
3.2233002576654735,0.6732983982525745,46.666666666666664,20.0,0.2
0.4614258892422613,0.7307681365700198,52.22222222222222,20.0,0.2
0,0,57.77777777777778,20.0,0.2
0,0,63.33333333333333,20.0,0.2
0,0,68.88888888888889,20.0,0.2
0,0,74.44444444444444,20.0,0.2
0,0,80.0,20.0,0.2
0,0,30.0,5.0,0.35
0,0,35.55555555555556,5.0,0.35
0,0,41.111111111111114,5.0,0.35
2.2087016251879943,0.15675178953244104,46.666666666666664,5.0,0.35
2.2766285389047667,0.1557814649474587,52.22222222222222,5.0,0.35
2.307402252234025,0.13990032024049437,57.77777777777778,5.0,0.35
2.34452659623513,0.12427317140614084,63.33333333333333,5.0,0.35
2.34265583180824,0.11691804387688505,68.88888888888889,5.0,0.35
