collision_distance,collision_time,speed_car,distance_ped_start,speed_ped,weather
6.959746911397942,2.237918374729695,15.0,5.0,0.1,0
5.254267078882844,1.6998053445836725,15.0,5.0,0.1,1
9.590052784780498,2.244754316857116,18.42105263157895,5.0,0.1,0
2.398025402477684,0.8244078326556666,18.42105263157895,5.0,0.1,1
2.150557177760748,0.3298378998679005,21.842105263157894,5.0,0.1,0
2.064165208028618,0.3240589631609944,21.842105263157894,5.0,0.1,1
2.2350008313707965,0.3711493912739212,25.263157894736842,5.0,0.1,0
2.1490989822793662,0.32428663725879725,25.263157894736842,5.0,0.1,1
2.2471568825374364,0.2420748907599072,28.684210526315788,5.0,0.1,0
2.2732764397943988,0.2333765612269868,28.684210526315788,5.0,0.1,1
2.2923157214060796,0.21210434959032803,32.10526315789474,5.0,0.1,0
2.3127291961307077,0.2265776330237654,32.10526315789474,5.0,0.1,1
2.3545609666307525,0.24215770715710996,35.526315789473685,5.0,0.1,0
2.3240676368667113,0.20605288699575944,35.526315789473685,5.0,0.1,1
2.3725676896952703,0.24580997507418695,38.94736842105263,5.0,0.1,0
2.361746686841823,0.2208906595781411,38.94736842105263,5.0,0.1,1
2.381687625032478,0.20454580253302992,42.368421052631575,5.0,0.1,0
2.3853899684278166,0.19610023513037048,42.368421052631575,5.0,0.1,1
2.399082097639518,0.17985697730804084,45.78947368421053,5.0,0.1,0
2.397842227207412,0.1863489870596096,45.78947368421053,5.0,0.1,1
2.4086246250023047,0.17642402512416006,49.21052631578947,5.0,0.1,0
2.408270549318066,0.17330332861887654,49.21052631578947,5.0,0.1,1
2.4243846768013153,0.16720137655200504,52.63157894736842,5.0,0.1,0
2.414685457446542,0.16622059444784723,52.63157894736842,5.0,0.1,1
2.4196568757838106,0.15568248708808696,56.05263157894737,5.0,0.1,0
2.4203809875037394,0.15512086191418326,56.05263157894737,5.0,0.1,1
2.4227068793303976,0.14975513770703103,59.473684210526315,5.0,0.1,0
2.4350777165512243,0.1494782957635991,59.473684210526315,5.0,0.1,1
2.4398414081609165,0.1379006687695836,62.89473684210526,5.0,0.1,0
2.4384067409341137,0.13926987647804318,62.89473684210526,5.0,0.1,1
2.4387055512509503,0.12911970388103336,66.31578947368422,5.0,0.1,0
2.4358785217483434,0.12897086743367298,66.31578947368422,5.0,0.1,1
2.4398177185622,0.12852199528306182,69.73684210526315,5.0,0.1,0
2.437461865444695,0.12840801689985756,69.73684210526315,5.0,0.1,1
2.43612470576166,0.12881443157675898,73.15789473684211,5.0,0.1,0
2.433317985696601,0.127772413028664,73.15789473684211,5.0,0.1,1
2.4466348221477072,0.12938477478444602,76.57894736842105,5.0,0.1,0
2.43585694698983,0.12810706347582956,76.57894736842105,5.0,0.1,1
2.4236767288562633,0.1277352412819763,80.0,5.0,0.1,0
2.4414932210160742,0.12780914486430528,80.0,5.0,0.1,1
10.467875139125606,2.950235909088925,15.0,7.222222222222222,0.1,0
4.6877173845836815,1.707661607806857,15.0,7.222222222222222,0.1,1
7.992633489778521,2.3021708667345977,18.42105263157895,7.222222222222222,0.1,0
1.2192372712637976,1.0550740829761949,18.42105263157895,7.222222222222222,0.1,1
2.8579990427577777,1.2380437844794923,21.842105263157894,7.222222222222222,0.1,0
0.5445492265496579,0.9221522065055974,21.842105263157894,7.222222222222222,0.1,1
0,0,25.263157894736842,7.222222222222222,0.1,0
0,0,25.263157894736842,7.222222222222222,0.1,1
0,0,28.684210526315788,7.222222222222222,0.1,0
2.018853238706112,0.3189137956353853,28.684210526315788,7.222222222222222,0.1,1
2.1051363525976434,0.29825852921972473,32.10526315789474,7.222222222222222,0.1,0
2.051551369611006,0.3038814193096651,32.10526315789474,7.222222222222222,0.1,1
2.157784876120156,0.2714496404084572,35.526315789473685,7.222222222222222,0.1,0
2.1426977695940765,0.19767303677344855,35.526315789473685,7.222222222222222,0.1,1
2.2449016184355064,0.23821679456802858,38.94736842105263,7.222222222222222,0.1,0
2.231299005303539,0.22535624991415493,38.94736842105263,7.222222222222222,0.1,1
2.259631348967424,0.19398366878318773,42.368421052631575,7.222222222222222,0.1,0
2.250195856295959,0.18543956654564733,42.368421052631575,7.222222222222222,0.1,1
2.284351194323066,0.16733537892267963,45.78947368421053,7.222222222222222,0.1,0
2.2856733619349283,0.17361521672325622,45.78947368421053,7.222222222222222,0.1,1
2.3127840911542985,0.16615284520280046,49.21052631578947,7.222222222222222,0.1,0
2.316384153683359,0.1632850446682791,49.21052631578947,7.222222222222222,0.1,1
2.346016312708144,0.15904721633399588,52.63157894736842,7.222222222222222,0.1,0
2.3317038828005456,0.15777954523997406,52.63157894736842,7.222222222222222,0.1,1
2.345359893338399,0.1485751568168304,56.05263157894737,7.222222222222222,0.1,0
2.348341515358903,0.14808024828403787,56.05263157894737,7.222222222222222,0.1,1
2.360700580461924,0.1438790717198882,59.473684210526315,7.222222222222222,0.1,0
2.3621201143880937,0.1428103172812962,59.473684210526315,7.222222222222222,0.1,1
2.3776076269445037,0.1330098436460519,62.89473684210526,7.222222222222222,0.1,0
2.385039349010901,0.1351348684086257,62.89473684210526,7.222222222222222,0.1,1
2.375558541901071,0.12452329521881923,66.31578947368422,7.222222222222222,0.1,0
2.379043084863664,0.12482845076033423,66.31578947368422,7.222222222222222,0.1,1
2.371797386692224,0.12324538553836256,69.73684210526315,7.222222222222222,0.1,0
2.3834532802187747,0.12390155035599075,69.73684210526315,7.222222222222222,0.1,1
